"TYPE","meanwp","meanct","meanwc"
"AH3",2.66954637451769,20.1453604553681,3.4106281609832
"AH3",1.4240391051628,19.8654239452511,1.77112825312712
"AH3",11.2057439165109,10.8160739821923,2.72075910005012
"AH3",1.89962884510388,16.9206450387971,5.33261926270763
"AH3",1.75885170114995,19.6866131130804,6.32795249440732
"AH3",1.77167341674333,18.9625187516322,2.69632019666534
"BYam",1.64719395726002,18.0819203955652,7.72066565050047
"AH3",2.26180365287183,21.0335687458609,3.41413350490974
"BYam",2.78048501837073,13.0391120922547,5.73153116534087
"BYam",1.50231566089489,15.1598551326037,17.6217060245196
"AH3",3.33826466868842,21.2586843112089,2.60499583957612
"BYam",1.89726758599818,18.3517720615902,2.46595887279885
"AH3",1.71859510243469,18.3864846078595,2.46492118534591
"AH3",1.81908507517636,20.2293999845057,1.92868617172354
"AH3",5.03899203262796,16.6611700986713,3.14169471273808
"AH3",1.41600040660364,20.1023966143913,1.8248293113595
"BYam",1.61646365192706,21.510148448905,2.18785844425418
"AH3",4.63890237836272,16.8904332877512,2.64148196283668
"AH3",1.6903353267329,22.0884292606783,3.455592309572
"BYam",1.71984613706017,24.9490177083279,4.92244814859524
"AH3",1.50585149399481,20.2955969746774,2.29616501173538
"BYam",1.75501477322641,20.8945396897072,2.55175338026944
"AH3",2.04289690403278,19.8746610195719,4.90592903498081
"AH3",1.61418085509155,18.4931612681684,11.2862371532187
"BYam",1.68461940374745,23.3073655700905,10.5269323976374
"AH3",4.92300827671153,15.6431537860562,8.98452830461943
"AH3",1.31675295714399,19.6960902638984,1.50215383502744
"BYam",3.21358350445655,19.7756650595872,3.56660677978862
"AH3",1.44550522357582,19.7786186129804,2.08665285899132
"AH3",2.22817235518366,21.2561762261268,2.8520032931761
"AH3",1.92920476544697,18.7448142282044,2.13947103976049
"BYam",1.78339706092029,18.9081553989955,2.72670141739616
"AH3",2.09280956079805,20.1815954642014,3.37474215729405
"BYam",2.01227504931694,19.595906918162,7.53473657831402
"AH3",1.95653805594068,18.6857081179115,2.11782667527216
"AH3",3.86165466723732,9.19769601203593,5.36950864637606
"BYam",2.39366384903857,13.2749666645884,10.4768610276104
"AH3",1.73270840232323,18.8382887457293,2.43032385382502
"AH3",1.83749733409494,20.3940126782483,2.07505110849858
"AH3",1.96277082017539,17.7537048006319,2.06467638352233
"AH3",1.02916426516182,19.075373664078,1.03885034589126
"BYam",1.60304048339765,18.7719086374327,2.51765356039642
"AH3",1.0966459632626,19.1455105544363,1.04769865313038
"BYam",1.93476307594986,21.0948754355051,2.39473115463276
"AH3",1.64916644578675,20.1149550939466,9.21311983756081
"BYam",1.40809052776914,17.0650084274135,5.1307080975941
"BYam",1.61315043335668,20.5649146390343,2.22410396412587
"AH3",1.73286253828447,19.7739119185563,4.05503916566878
"BYam",1.46914289766872,15.0401204917427,3.00906542736989
"AH3",1.92649234508634,20.2854435750538,2.00767364403678
"AH3",1.93773814720339,20.1962263993323,2.04790504562307
